CS_number,name,country,latitude,longitude,collector,seq_by,Experiment,N_source,N_concentration,N_treatment,Leaf_Area,Total_roots,PR_length,Number_of_LR,Total_LR,LR_density,LR_length,LR_to_total_roots,LR_to_PR,X2MSO,X3OHP,X4OHB,X3MSO,OH_3_Butenyl,X4MSO,Allyl,X5MSO,Branches,X3_Butenyl,X6MSO,X3MT,X7MSO,X4_Pentenyl,X4MT,X8MSO,I3M,X4MOI3M,Aliphatic,Indolic,C3,C4,C3_ratio,Alk,GSOH,SC,LC,Total_GSL
CS76371,Lecho-1,BUL,41.43,23.5,0,MPI,C,KNO3,0.1,KNO3_0.1,8.846093011,70.41333333,63.32333333,3.666666667,7.09,0.056504522,1.674,0.094343889,0.10818317,1.91E-16,0,2.67E-14,8.91E-16,0.307944668,2.33E-16,0.050775463,2.80E-17,4.37E-16,0.231282916,0,0,1.03E-15,6.98E-16,0.034495083,0.027325043,0.05971304,0.053363617,0.651823173,0.113076657,0.050775463,0.573722667,0.056481481,0.666666667,0.575083612,0.62449813,0.027325043,0.764899831
CS76371,Lecho-1,BUL,41.43,23.5,0,MPI,C,NH4HCO3,1,NH4HCO3_1,5.091956705,50.86666667,47.67333333,2,3.193333333,0.044339335,1.6475,0.062365887,0.069850806,0,0,1.40E-14,0,0.153092191,0,0.189946965,1.89E-17,3.00E-16,0.297664054,1.89E-17,1.90E-15,3.04E-15,2.87E-16,0.030332285,0.042248049,0.169239051,0.027817113,0.713283544,0.197056164,0.189946965,0.48108853,0.193168433,0.966524554,0.18781815,0.671035495,0.042248049,0.910339708
CS76371,Lecho-1,BUL,41.43,23.5,0,MPI,C,NH4HCO3,0.1,NH4HCO3_0.1,4.036140703,45.295,41.995,3,3.3,0.06133715,1.1,0.059448748,0.067470865,0,0,1.44E-14,4.15E-16,0,0,2.51E-13,2.02E-17,3.39E-16,0,2.81E-18,2.19E-15,3.01E-15,2.86E-16,1.78E-15,1.22E-14,0.121118381,0.018022851,1.75E-13,0.139141233,2.10E-13,0,NA,NA,NA,1.47E-13,1.99E-14,0.139141233
CS76371,Lecho-1,BUL,41.43,23.5,0,MPI,C,KNO3,1,KNO3_1,13.54641181,89.06333333,60.53333333,8,28.53,0.108223207,3.244071428,0.214683131,0.380499855,0,0.067516702,1.46E-14,1.19E-16,0.177652789,0,0.018669586,1.88E-17,4.71E-16,0.343551159,1.21E-17,2.03E-15,0.013909737,2.99E-16,1.28E-17,0.055107936,0.047378543,0.018510845,0.67640791,0.065889388,0.086186288,0.521203948,0.357035704,0.666666667,0.355583618,0.607390236,0.069017673,0.742297298
CS76372,Jablo-1,BUL,41.59,25.2,0,MPI,C,NH4HCO3,0.1,NH4HCO3_0.1,7.081317698,61.21666667,38.74333333,6,22.47333333,0.167289255,4.4409375,0.267894186,0.618524755,7.02E-17,9.55E-15,7.87E-15,1.47E-15,9.25E-15,0,2.08E-13,0,0,0.734498157,0,0,0,5.90E-17,0.085252457,0.122216132,0.200174179,0.044386308,0.941966745,0.244560487,1.90E-13,0.819750613,0,0.64508964,0,0.819750613,0.122216132,1.186527233
CS76372,Jablo-1,BUL,41.59,25.2,0,MPI,C,KNO3,0.1,KNO3_0.1,7.063793852,54.41666667,46.35333333,3,8.063333333,0.046758105,2.687777778,0.091265799,0.125675395,0,1.30E-13,1.78E-15,4.35E-16,0,0,0,2.56E-17,0,0.262241241,5.64E-18,3.44E-14,0.007987348,0,0.021769339,0.063040457,0.066694749,0.067496926,0.355038384,0.134191675,0,0.28401058,0,0.48264682,0,0.28401058,0.071027805,0.489230059
CS76372,Jablo-1,BUL,41.59,25.2,0,MPI,C,NH4HCO3,1,NH4HCO3_1,9.493692176,85.2,53.665,9,31.535,0.167454741,3.718,0.357735442,0.617505177,8.65E-17,2.18E-14,8.83E-15,1.42E-15,0.062041453,0,2.25E-13,0,0,1.933705663,0,0,0,6.65E-17,0.103214197,0.076315172,0.330217887,0.048211537,2.175276486,0.378429424,2.12E-13,2.098961314,0,0.948070824,0.022603639,2.098961314,0.076315172,2.55370591
CS76372,Jablo-1,BUL,41.59,25.2,0,MPI,C,KNO3,1,KNO3_1,8.251882506,56.79,55.965,1.5,0.825,0.022699758,0.55,0.012180717,0.012484867,9.72E-17,2.17E-14,8.46E-15,1.40E-15,1.56E-14,0,2.16E-13,0,0,0.205630976,0,0,0.008030115,7.76E-17,0.019782776,0.038135843,0.032710749,0.006589197,0.27157971,0.039299946,2.11E-13,0.225413752,0,0.5,0,0.225413752,0.046165958,0.310879656
CS76373,Bolin-1,ROU,44.46,25.74,0,MPI,C,KNO3,0.1,KNO3_0.1,4.862127062,45.85,32.545,5,13.305,0.133761369,2.661,0.207923113,0.355939005,0,6.16E-14,4.49E-15,2.05E-15,0,0,0.349289628,3.55E-17,0,9.16E-14,0,3.34E-15,4.37E-15,0,0,0.047545888,0.045731954,0.141086459,0.396835516,0.186818413,0.349289628,5.52E-14,1,1,NA,0.349289628,0.047545888,0.583653929
CS76373,Bolin-1,ROU,44.46,25.74,0,MPI,C,NH4HCO3,0.1,NH4HCO3_0.1,3.444679691,54.88,42.74,6,12.14,0.140383715,2.023333333,0.221209913,0.284043051,3.89E-16,0,0,0,0,2.30E-15,0.796820407,0,4.35E-16,0,5.69E-17,0,0,3.28E-17,7.80E-15,0.150080737,0.169421038,0.083550101,0.946901144,0.252971139,0.796820407,0,1,1,NA,0.796820407,0.150080737,1.199872283
CS76373,Bolin-1,ROU,44.46,25.74,0,MPI,C,NH4HCO3,1,NH4HCO3_1,2.680118707,28.96,28.96,0,4.89E-11,1.42E-13,NA,0,0,4.23E-16,0,0,0,0,3.26E-15,0,0,6.53E-16,0,5.28E-17,0,0,3.72E-17,6.93E-15,0,0.031665789,0.011174811,0,0.042840601,0,0,NA,NA,NA,0,0,0.042840601
CS76374,Shigu-2,RUS,53.33,49.48,0,MPI,C,KNO3,0.1,KNO3_0.1,4.31266179,43.45,43.45,4.25E-12,5.77E-11,0,NA,4.61E-13,1.09E-12,0,0.201326573,1.87E-14,0,0,0,0.114947351,1.99E-18,7.24E-16,0,0,0.290180201,0,1.52E-16,8.18E-15,0.073332361,0.041390044,0.092902653,0.679786485,0.134292697,0.606454124,2.64E-13,1,0.189540059,NA,0.606454124,0.073332361,0.814079183
CS76374,Shigu-2,RUS,53.33,49.48,0,MPI,C,KNO3,1,KNO3_1,6.77387941,69.695,54.44,4,15.255,0.072707079,3.7475,0.207281647,0.277126943,1.26E-17,0.044182861,0,0,1.24E-14,0,0.20501248,0,0,0,6.93E-17,4.89E-14,3.49E-15,0,1.21E-14,0.046870415,0.02870222,0.009457597,0.296065756,0.038159817,0.249195341,0,1,0.866912723,NA,0.249195341,0.046870415,0.334225573
CS76374,Shigu-2,RUS,53.33,49.48,0,MPI,C,NH4HCO3,0.1,NH4HCO3_0.1,4.844203507,43.56,33.46,8,10.1,0.239091452,1.2625,0.231864096,0.301852959,1.01E-17,0,0,0,6.04E-15,0,0.351089444,0,0,0,6.75E-17,5.14E-14,3.79E-15,0,1.23E-14,4.68E-15,0.101414399,0.032380537,0.351089444,0.133794936,0.351089444,0,1,1,NA,0.351089444,0,0.48488438
CS76375,Shigu-1,RUS,53.33,49.48,0,MPI,C,KNO3,1,KNO3_1,13.50685079,184.68,78.29,13,106.39,0.166049304,8.183846154,0.57607754,1.358921957,2.09E-17,0.019898504,9.35E-15,7.39E-16,2.27E-14,0,0.382761026,9.24E-18,0,1.42E-13,4.00E-18,1.50E-16,0.005880832,1.06E-16,1.61E-14,0.065905872,0.031812257,0.001736366,0.474446234,0.033548624,0.40265953,1.81E-13,1,0.95058231,NA,0.40265953,0.071786704,0.507994857
CS76375,Shigu-1,RUS,53.33,49.48,0,MPI,C,NH4HCO3,1,NH4HCO3_1,3.997032158,37.58,34.25,2,3.33,0.058394161,1.665,0.088610963,0.097226277,2.00E-17,0.24453878,8.61E-15,7.09E-16,0,0,0.478696198,1.01E-17,0,5.10E-15,9.06E-18,0,0,9.63E-17,2.06E-14,0.078436967,0.107562459,0.011361825,0.801671945,0.118924284,0.723234978,2.04E-14,1,0.661881978,NA,0.723234978,0.078436967,0.920596229
CS76376,Kidr-1,RUS,51.31,57.56,0,MPI,C,KNO3,1,KNO3_1,24.75035063,292.69,78.77,27,213.92,0.34277009,7.922962963,0.730875671,2.715754729,0,2.37E-13,0,0,1.43E-14,0,0.498012702,1.92E-17,1.96E-16,0.006930472,3.02E-17,9.98E-15,0.00700407,0,0,0.072861957,0.030175154,0.006157694,0.584809201,0.036332848,0.498012702,0.006930472,0.986274748,1,0,0.504943174,0.079866027,0.621142049
CS76376,Kidr-1,RUS,51.31,57.56,0,MPI,C,NH4HCO3,1,NH4HCO3_1,3.008850375,24.535,24.535,0,0,0,NA,0,0,0,2.27E-13,0,0,2.91E-14,0,0,4.22E-17,1.79E-16,3.91E-14,5.57E-17,1.00E-14,0,0,0,0.029699402,0.055970045,0.011386098,0.029699402,0.067356142,0,1.75E-13,NA,NA,NA,0,0.029699402,0.097055544
CS76376,Kidr-1,RUS,51.31,57.56,0,MPI,C,KNO3,0.1,KNO3_0.1,2.308713521,21.07,11.76,2,9.31,0.170068027,4.655,0.441860465,0.791666667,1.45E-15,0.150350559,0,2.59E-16,0,5.37E-15,3.50E-13,0,2.17E-15,0,0,0,8.85E-15,6.05E-16,0,0,0.023839368,0.132606484,0.150350559,0.156445851,0.150350559,0,1,8.75E-14,NA,0.150350559,0,0.30679641
CS76377,Stepn-2,RUS,54.09,60.46,0,MPI,C,KNO3,0.1,KNO3_0.1,2.448276901,33.095,33.095,8.41E-12,0,2.05E-13,NA,0,0,2.17E-15,0,2.13E-14,0,0,1.39E-15,3.83E-13,0,0,0,1.35E-17,0,0,2.26E-16,2.14E-14,0.07876471,0.023708484,0,0.07876471,0.023708484,5.41E-13,0,NA,NA,NA,0,0.07876471,0.102473193
CS76377,Stepn-2,RUS,54.09,60.46,0,MPI,C,NH4HCO3,1,NH4HCO3_1,1.92881417,31.45666667,31.45666667,1.45E-13,0,5.04E-14,NA,0,0,0,4.18E-14,8.47E-15,3.78E-16,4.16E-14,0,1.65E-13,1.38E-17,0,0.057210836,0,4.42E-15,4.68E-15,0,0,0.07684229,0.041928112,1.94E-14,0.134053126,0.041928112,1.51E-13,0.057210836,0,1,6.37E-15,0.057210836,0.07684229,0.175981238
CS76377,Stepn-2,RUS,54.09,60.46,0,MPI,C,NH4HCO3,0.1,NH4HCO3_0.1,3.339570469,61.76333333,38.66666667,8.333333333,23.09666667,0.202347562,2.770160257,0.304306791,0.560182517,0,4.11E-14,9.26E-15,1.38E-15,3.79E-14,0,0.332984802,2.25E-17,0,1.537944423,0,4.73E-15,0.020750313,0,0,0.314253896,0.224725218,0.01990953,2.205933434,0.244634749,0.332984802,1.537944423,0.178976351,1,4.14E-15,1.870929225,0.335004209,2.450568183
CS76377,Stepn-2,RUS,54.09,60.46,0,MPI,C,KNO3,1,KNO3_1,3.966706012,50.51333333,41.64666667,2.666666667,8.866666667,0.047365305,3.325,0.106956172,0.157489639,0,4.06E-14,8.46E-15,1.04E-15,3.72E-14,0,0.029784112,2.59E-17,0,0.109679678,0,4.51E-15,4.71E-15,0,0,0.059072142,0.02841178,0.000831295,0.198535932,0.029243075,0.029784112,0.109679678,0.131888936,1,4.08E-15,0.13946379,0.059072142,0.227779007
CS76378,Stepn-1,RUS,54.06,60.48,0,MPI,C,KNO3,1,KNO3_1,1.576949399,22.975,22.975,6.90E-13,0,1.62E-14,NA,6.20E-14,1.85E-13,0,5.15E-14,5.84E-15,2.30E-15,0,0,9.64E-14,0,4.44E-17,3.28E-14,0,1.83E-15,1.82E-15,0,0,0.195996239,0.059283213,1.95E-14,0.195996239,0.059283213,1.55E-13,1.10E-14,NA,NA,NA,4.79E-14,0.195996239,0.255279452
CS76379,Sij-1,UZB,41.45,70.05,Heike Schmuths,MPI,C,NH4HCO3,1,NH4HCO3_1,11.37863473,109.8666667,48.49333333,6.333333333,61.37333333,0.106981256,9.673222222,0.405272249,1.035665493,0,1.59E-14,8.68E-15,0,6.61E-15,0,0.461724105,1.88E-17,5.69E-16,1.516622459,0,0,0.029406972,9.73E-17,0.067276173,0.229817708,0.166297467,0.061790477,2.304847417,0.228087944,0.461724105,1.583898632,0.226142529,0.966798934,0,2.045622737,0.25922468,2.532935361
CS76379,Sij-1,UZB,41.45,70.05,Heike Schmuths,MPI,C,KNO3,1,KNO3_1,14.88534889,165.472,57.09333333,9.666666667,108.3786667,0.135290435,10.70057212,0.432514893,1.464568532,1.84E-18,1.16E-14,8.72E-15,0,2.17E-15,0,0.069281385,0,6.43E-16,0.197823402,0,0,0.006557583,9.73E-17,0,0.078743559,0.027186222,0.00542339,0.352405929,0.032609612,0.069281385,0.197823402,0.259049531,1,0,0.267104787,0.085301142,0.385015541
CS76379,Sij-1,UZB,41.45,70.05,Heike Schmuths,MPI,C,NH4HCO3,0.1,NH4HCO3_0.1,6.111861042,107.9333333,32.51666667,14,75.41666667,0.430688784,5.372795375,0.694877393,2.320157582,0,1.96E-14,8.50E-15,0,2.71E-15,0,0.218877575,0,5.04E-16,1.645113272,0,0,0.074063968,8.95E-17,0,0.564988457,0.240687039,0.090210916,2.503043272,0.330897956,0.218877575,1.645113272,0.118826016,1,0,1.863990847,0.639052425,2.833941228
CS76379,Sij-1,UZB,41.45,70.05,Heike Schmuths,MPI,C,KNO3,0.1,KNO3_0.1,10.5456958,138.87,49.34,11.5,89.53,0.236449832,7.831628788,0.644848423,1.815750241,4.68E-17,0,0,1.46E-15,0,1.10E-14,0.136963578,0,0,0.696075147,2.43E-16,0,0.011958767,4.44E-16,0,0.160528316,0.087910048,0.039097388,1.005525807,0.127007436,0.136963578,0.696075147,0.162805487,1,2.37E-14,0.833038725,0.172487083,1.132533243
CS76380,Sij-2,UZB,41.45,70.05,0,MPI,C,KNO3,0.1,KNO3_0.1,8.995348003,141.0466667,46.11666667,11,94.93,0.230996876,8.010148148,0.601355449,2.008275961,0,5.89E-13,3.19E-14,0,0.036020621,3.67E-16,0.091174806,3.86E-17,5.06E-17,0.540158252,0,3.69E-14,0.021182526,0,0,0.215281404,0.08835112,0.074807205,0.90381761,0.163158325,0.091174806,0.576178874,0.107971502,1,0.051606258,0.667353679,0.23646393,1.066975934
CS76380,Sij-2,UZB,41.45,70.05,0,MPI,C,NH4HCO3,0.1,NH4HCO3_0.1,7.022260296,145.4713333,41.29466667,15.66666667,104.1766667,0.377358849,6.588284314,0.708999442,2.505009416,5.37E-16,0,3.32E-15,4.49E-16,0.047898357,1.53E-15,0.299146729,0,6.34E-16,1.418278733,0,0,0.056429866,2.37E-16,0,0.426070108,0.194586354,0.161153044,2.247823793,0.355739398,0.299146729,1.46617709,0.161292043,1,0.031691485,1.765323819,0.482499974,2.603563191
CS76380,Sij-2,UZB,41.45,70.05,0,MPI,C,KNO3,1,KNO3_1,22.02223966,171.9866667,49.09333333,12.33333333,122.8933333,0.262562224,9.082198832,0.621882926,2.672614411,5.04E-16,0,3.45E-15,3.64E-16,0,1.64E-15,0.183932564,0,7.98E-16,0.533988983,2.43E-18,0,0.011197902,2.54E-16,0,0.107995235,0.045342803,0.009796164,0.837114684,0.055138967,0.183932564,0.533988983,0.258858708,1,0,0.717921547,0.119193137,0.892253651
CS76380,Sij-2,UZB,41.45,70.05,0,MPI,C,NH4HCO3,1,NH4HCO3_1,9.702777141,129.21,48.52666667,13,80.68333333,0.275770962,6.137142192,0.596146133,1.573674546,5.17E-16,0,2.94E-15,1.67E-16,0,1.53E-15,0.451228718,0,5.93E-16,2.100620761,0,0,0.029007705,2.39E-16,0.038657109,0.337263372,0.353784688,0.112880287,2.956777665,0.466664975,0.451228718,2.13927787,0.169850723,0.986141271,0,2.590506588,0.366271077,3.42344264
CS76381,Sij-4,UZB,41.45,70.05,0,MPI,C,KNO3,0.1,KNO3_0.1,4.467147916,56.4,33.83,7,22.57,0.203642443,2.913111111,0.362256917,0.616576782,0,4.02E-13,0,0,1.76E-13,0,0.024708702,0,0,0.276957378,0,0,0.01166203,2.27E-17,0,0.145853939,0.088952354,0.075249872,0.459182049,0.164202226,0.024708702,0.276957378,0.061351512,1,0,0.30166608,0.157515969,0.623384275
CS76381,Sij-4,UZB,41.45,70.05,0,MPI,C,NH4HCO3,1,NH4HCO3_1,6.061006458,53.88666667,32.65333333,4.666666667,21.23333333,0.140380824,4.25462963,0.334054042,0.607582752,1.57E-15,0,9.03E-15,0,0.089813728,5.64E-16,0.427490261,1.95E-17,9.10E-16,1.110868088,3.76E-17,0,0,2.23E-16,0.020768286,0.146646303,0.276219118,0.030417886,1.795586666,0.306637004,0.427490261,1.221450102,0.269410202,0.989477571,0.059786563,1.648940364,0.146646303,2.10222367
CS76381,Sij-4,UZB,41.45,70.05,0,MPI,C,NH4HCO3,0.1,NH4HCO3_0.1,3.070720316,28.80333333,25.08,2.333333333,3.723333333,0.078294677,1.4995,0.101114319,0.12405146,1.59E-15,0,9.18E-15,0,0,0,1.41E-13,0,0,0.442073124,3.34E-17,0,0,2.23E-16,7.48E-15,0.286879385,0.164078628,0,0.728952509,0.164078628,2.00E-13,0.442073124,6.21E-14,1,1.21E-15,0.442073124,0.286879385,0.893031137
CS76381,Sij-4,UZB,41.45,70.05,0,MPI,C,KNO3,1,KNO3_1,12.40665057,109.4563333,40.39333333,8.666666667,69.063,0.162197754,8.753924243,0.414898335,1.240050449,1.58E-15,0,9.71E-15,0,0.019181768,5.05E-17,0.14838319,0,0,0.24252559,3.84E-17,0,0.009124099,2.36E-16,0,0.058511479,0,0.002950379,0.337920962,0,0.14838319,0.121902194,0.235395671,0.666666667,0.079715179,0.270285384,0.067635578,0.288276558
CS76382,Ara-1,AFG,37.29,71.3,0,MPI,C,KNO3,1,KNO3_1,14.72237838,136.582,52.38,7.5,84.202,0.11574074,11.22693333,0.361065848,1.29941358,0,3.35E-14,1.49E-15,0,0,5.49E-16,0.109521894,0,5.32E-16,0.180802098,2.07E-17,0,0.005567324,6.40E-17,6.74E-15,0.064191507,0.037705856,0.007340158,0.360082823,0.045046015,0.109521894,0.180802098,0.421056806,1,1.28E-15,0.290323992,0.069758831,0.405128837
CS76382,Ara-1,AFG,37.29,71.3,0,MPI,C,KNO3,0.1,KNO3_0.1,7.930308426,156.7733333,51.77,17.66666667,105.0033333,0.352595426,5.995236715,0.662732715,2.086220984,0,1.06E-13,1.72E-14,1.11E-15,5.31E-14,5.76E-16,0.198723705,0,0,0.784246104,0,2.87E-14,0.046705709,0,0,0.370448283,0.184315577,0.075016741,1.4001238,0.259332319,0.198723705,0.784246104,0.20160543,1,5.61E-15,0.982969809,0.417153992,1.659456119
CS76382,Ara-1,AFG,37.29,71.3,0,MPI,C,NH4HCO3,0.1,NH4HCO3_0.1,3.762629595,63.08666667,37.45,9,25.63666667,0.228251457,2.681666667,0.314910431,0.628677482,0,3.29E-14,1.95E-15,0,0,5.43E-16,0.303785179,0,4.67E-16,1.339410569,1.69E-17,0,0.02071799,5.43E-17,0.044353907,0.272398319,0.248290822,0.025519575,1.980665963,0.273810397,0.303785179,1.383764476,0.12733618,0.860730594,1.06E-15,1.687549654,0.293116309,2.254476361
CS76382,Ara-1,AFG,37.29,71.3,0,MPI,C,NH4HCO3,1,NH4HCO3_1,6.272783924,86.41,41.00333333,11,45.40666667,0.246706994,4.129191176,0.400816749,1.017098743,0,3.40E-14,1.29E-15,0,0,7.97E-16,0.362080401,1.26E-17,4.82E-16,1.987195028,1.91E-17,0,0.037676147,4.91E-17,0.108314291,0.274274306,0.388423353,0.063559976,2.769540172,0.451983329,0.362080401,2.095509318,0.101633738,0.801810881,1.17E-15,2.457589719,0.311950453,3.221523501
CS76383,Koz-2,RUS,51.33,82.19,0,MPI,C,KNO3,1,KNO3_1,4.603053086,28.04,28.04,8.53E-12,0,4.35E-13,NA,0,0,2.70E-17,0.205696008,9.29E-16,6.87E-16,7.84E-15,2.29E-15,4.12E-15,4.93E-18,4.24E-16,1.24E-13,8.15E-18,0,2.94E-15,2.03E-16,7.00E-16,0.156441257,0.031390334,2.67E-15,0.362137264,0.031390334,0.205696008,0,1,4.53E-13,NA,0.205696008,0.156441257,0.393527598
CS76383,Koz-2,RUS,51.33,82.19,0,MPI,C,NH4HCO3,0.1,NH4HCO3_0.1,1.345554517,22.96,21.56,1,1.4,0.046382189,1.4,0.06097561,0.064935065,2.73E-17,0,6.85E-16,0,7.78E-16,2.34E-15,8.18E-15,5.82E-18,3.17E-16,1.41E-13,1.41E-17,0,0,1.88E-16,1.04E-15,0,0.285719452,0,0,0.285719452,4.39E-14,0,NA,NA,NA,0,0,0.285719452
CS76384,Kly-4,RUS,51.32,82.55,0,MPI,C,KNO3,0.1,KNO3_0.1,8.090941325,63.69333333,44.17,5.333333333,19.52333333,0.102289655,2.974818182,0.197604329,0.342095395,7.58E-18,0.066361187,2.20E-14,1.98E-15,4.40E-14,0,0.386926721,0,3.33E-15,2.38E-13,0,1.04E-14,0,0,1.88E-14,0.042076231,0.086632837,0.073413359,0.495364139,0.160046196,0.453287908,1.35E-13,1,0.789710909,NA,0.453287908,0.042076231,0.655410335
CS76384,Kly-4,RUS,51.32,82.55,0,MPI,C,KNO3,1,KNO3_1,9.403155,54.50333333,40.69333333,4,13.81,0.095808579,2.860555555,0.191673955,0.318420777,1.06E-17,0,0,1.04E-15,0,6.93E-15,0.392607399,0,0,0,2.07E-16,0,0,1.71E-16,0,0.048082684,0.042448963,0.005046883,0.440690084,0.047495846,0.392607399,0,1,1,NA,0.392607399,0.048082684,0.48818593
CS76384,Kly-4,RUS,51.32,82.55,0,MPI,C,NH4HCO3,0.1,NH4HCO3_0.1,5.475972821,62.01,34.91333333,3.666666667,27.09666667,0.095416627,5.801388889,0.272402782,0.69283011,1.29E-17,0.453860001,0,1.10E-15,0,6.70E-15,0.467252992,1.52E-18,0,0,2.00E-16,0,0,1.68E-16,0,0.159909691,0.212720514,0.050848737,1.081022684,0.263569251,0.921112993,0,1,0.37016711,NA,0.921112993,0.159909691,1.344591935
CS76384,Kly-4,RUS,51.32,82.55,0,MPI,C,NH4HCO3,1,NH4HCO3_1,7.807986599,68.98,37.32,8.666666667,31.66,0.21374786,3.663273809,0.359418394,0.780719356,1.99E-17,1.07E-15,0,9.80E-16,0,6.57E-15,2.394408125,7.42E-17,0,0,1.97E-16,0,0.019668056,1.63E-16,0,0.188873027,0.398957615,0.026345998,2.602949207,0.425303613,2.394408125,0,1,1,NA,2.394408125,0.208541083,3.028252821
CS76385,Kly-1,RUS,51.3333,82.5667,Heike Schmuths,MPI,C,NH4HCO3,0.1,NH4HCO3_0.1,2.687773843,25.905,19.95,3.5,5.955,0.132575757,1.701428571,0.155442443,0.225568182,0,0.284649544,4.33E-15,0,0,6.18E-15,1.66186529,1.53E-18,1.80E-15,0,7.41E-18,0,2.08E-15,0,5.99E-15,0.6039616,0.386221408,0.137412391,2.550476434,0.523633799,1.946514834,0,1,0.695043965,NA,1.946514834,0.6039616,3.074110233
CS76385,Kly-1,RUS,51.3333,82.5667,Heike Schmuths,MPI,C,NH4HCO3,1,NH4HCO3_1,7.788159915,97.78,48.78,12,49,0.24600246,4.083333333,0.501124974,1.004510045,0,0,4.00E-15,0,0,6.37E-15,1.869251595,4.70E-17,1.67E-15,0,5.27E-18,0,1.53E-15,0,6.38E-15,0.220128971,0.324659488,0.067637393,2.089380566,0.392296881,1.869251595,0,1,1,NA,1.869251595,0.220128971,2.481677447
CS76385,Kly-1,RUS,51.3333,82.5667,Heike Schmuths,MPI,C,KNO3,0.1,KNO3_0.1,3.005570907,27.36,24.84333333,1.666666667,2.516666667,0.054644809,1.51,0.066141042,0.082513661,0,0,1.72E-14,0,6.50E-14,0,0.106647404,3.94E-18,0,0,0,1.28E-15,0,5.47E-17,2.57E-15,0.057238607,0.038793561,0.090984566,0.163886011,0.129778127,0.106647404,2.68E-13,1,1,NA,0.106647404,0.057238607,0.293664138
CS76385,Kly-1,RUS,51.3333,82.5667,Heike Schmuths,MPI,C,KNO3,1,KNO3_1,6.373150596,41.525,31.535,5,9.99,0.188234574,2.706190477,0.315229653,0.597007676,0,0.033029026,4.46E-15,0,0,6.17E-15,0.62463191,7.05E-19,1.89E-15,0,1.33E-17,0,2.19E-15,0,5.58E-15,0.116761801,0.080105901,0.006129425,0.774422737,0.086235326,0.657660936,0,1,0.95617362,NA,0.657660936,0.116761801,0.860658063
CS76387,Xan-1,AZE,38.6536,48.7992,James Beck,MPI,C,NH4HCO3,0.1,NH4HCO3_0.1,3.089225344,24.74,24.74,0,0,1.10E-13,NA,2.26E-13,5.75E-13,4.18E-19,1.786302418,9.60E-15,5.01E-16,1.67E-14,0,1.08E-13,0,0,1.87E-13,0,0,2.99E-15,2.02E-17,0,6.44E-14,0.126811152,0.016386394,1.786302418,0.143197546,1.786302418,0,1,0,NA,1.786302418,5.52E-14,1.929499964
CS76387,Xan-1,AZE,38.6536,48.7992,James Beck,MPI,C,KNO3,1,KNO3_1,7.011165513,35.48333333,31.69666667,2.333333333,3.786666667,0.04169645,1.622857143,0.056248762,0.067667381,3.66E-18,0,1.03E-14,6.25E-16,1.83E-14,0,1.12E-13,0,0,1.87E-13,0,0,2.91E-15,3.31E-17,0,0.011627999,0.041599676,0.025461309,0,0.067060985,0,0,1,1.72E-15,NA,0,0.011627999,0
CS76387,Xan-1,AZE,38.6536,48.7992,James Beck,MPI,C,KNO3,0.1,KNO3_0.1,6.175979268,41.96,35.56333333,3,6.396666667,0.052910053,2.132222222,0.084288663,0.112815991,1.66E-17,1.366063862,0,7.16E-16,0,2.61E-15,0,3.38E-17,1.64E-15,4.47E-14,3.78E-16,0,0,8.27E-17,2.59E-14,0.009568297,0.066275358,0.0941317,1.375632159,0.160407057,1.366063862,0,1,8.27E-14,NA,1.366063862,0.009568297,1.536039216
CS76387,Xan-1,AZE,38.6536,48.7992,James Beck,MPI,C,NH4HCO3,1,NH4HCO3_1,2.875250594,19.6,19.6,0,0,0,NA,0,0,0,0.554556604,9.08E-15,6.37E-16,1.95E-14,0,9.20E-14,0,0,1.78E-13,0,0,2.31E-15,5.80E-17,0,6.07E-14,0.042517771,0,0.554556604,0.042517771,0.554556604,0,1,0,NA,0.554556604,5.13E-14,0.597074375
CS76388,Lerik1-3,AZE,38.7406,48.6131,James Beck,MPI,C,NH4HCO3,0.1,NH4HCO3_0.1,3.299693498,49.01333333,41.38666667,3.333333333,7.626666667,0.08770104,2.408055556,0.14274843,0.168958708,0,5.394748194,2.10E-14,0,1.02E-13,0,3.70E-13,6.07E-17,0,0,1.75E-17,0.40995986,9.09E-15,0,6.91E-15,8.17E-15,0.924575312,0.126033159,5.804708055,1.050608471,5.804708055,0,1,0,NA,5.804708055,6.14E-14,6.855316525
CS76388,Lerik1-3,AZE,38.7406,48.6131,James Beck,MPI,C,KNO3,1,KNO3_1,6.240773612,45.085,45.085,0,0,0,NA,0,0,0,0.330315992,2.29E-14,0,1.15E-13,0,3.91E-13,5.86E-17,0,0,2.58E-17,0.038831045,1.35E-14,0,4.96E-15,4.05E-14,0.026780798,0.016608944,0.369147038,0.043389742,0.369147038,0,1,0,NA,0.369147038,9.83E-14,0.41253678
CS76388,Lerik1-3,AZE,38.7406,48.6131,James Beck,MPI,C,NH4HCO3,1,NH4HCO3_1,4.3794264,49.81,49.81,0,0,0,NA,7.01E-14,0,0.446334662,1.19E-12,2.33E-14,0,1.15E-13,0,3.94E-13,2.85E-17,0,0,3.20E-17,5.58E-14,1.20E-14,0,5.98E-15,3.19E-14,0.216216217,0.032158047,1.43E-12,0.248374264,8.20E-13,0,NA,NA,NA,1.44E-12,8.74E-14,0.694708926
